DATE,T2M,RH2M,PRECTOT
20230509,25.77,67.73,0.76
20230510,25.41,68.48,0.6
20230511,25.72,66.93,0.29
20230512,26.3,62.81,0.13
20230513,26.75,64.36,0.26
20230514,23.73,74.68,1.24
20230515,26.35,62.55,0.09
20230516,26.6,61.43,1.01
20230517,26.01,68.24,2.54
20230518,25.05,70.24,3.27
20230519,25.41,62.83,0.43
20230520,25.82,61.54,0.19
20230521,26.71,63.34,0.66
20230522,26.54,62.91,0.22
20230523,26.41,65.62,1.51
20230524,25.99,61.43,0.52
20230525,25.68,64.42,0.33
20230526,25.15,64.03,0.86
20230527,24.2,68.72,0.98
20230528,24.43,68.44,1.11
20230529,24.39,67.1,0.64
20230530,24.92,66.77,0.66
20230531,25.2,60.81,0.27
20230601,25.53,65.36,1.51
20230602,25.87,62.57,0.8
20230603,25.59,64.79,0.95
20230604,25.33,63.46,0.4
20230605,24.51,69.19,23.07
20230606,24.04,74.6,27.42
20230607,23.37,60.76,0.27
20230608,24.51,61.69,1.73
20230609,24.48,69.33,11.38
20230610,25.35,66.01,1.82
20230611,25.25,63.33,0.05
20230612,25.32,63.25,0.03
20230613,24.64,60.28,0.13
20230614,25.15,63.25,0.15
20230615,24.58,70.74,3.43
20230616,22.63,76.26,3.42
20230617,23.73,65.25,0.72
20230618,24.1,62.61,0.34
20230619,24.34,62.24,0.3
20230620,24.63,64.87,0.3
20230621,24.64,63.47,0.08
20230622,24.67,62.03,0.07
20230623,24.26,64.87,0.15
20230624,23.99,59.23,0.07
20230625,24.31,55.57,0.03
20230626,23.78,63.47,0.19
20230627,23.99,59.96,0.24
20230628,24.67,56.89,0.1
20230629,24.68,61.95,0.3
20230630,24.4,59.88,0.28
20230701,23.8,64.48,0.83
20230702,23.82,64.27,0.97
20230703,23.69,66.1,1.42
20230704,23.66,63.63,0.51
20230705,23.88,59.69,0.16
20230706,23.98,61.46,0.37
20230707,23.42,59.6,0.22
20230708,23.38,59.1,0.12
20230709,24.4,55.99,0.05
20230710,25.11,55.76,0.06
20230711,25.37,59.06,0.11
20230712,25.19,59.29,0.28
20230713,24.83,57.74,0.19
20230714,24.46,58.09,0.29
20230715,24.59,56.88,0.13
20230716,24.43,54.21,0.14
20230717,24.35,55.77,0.11
20230718,24.73,55.11,0.09
20230719,25.14,57.5,0.17
20230720,25.76,56.13,0.07
20230721,25.61,52.83,0.04
20230722,25.59,54.1,0.08
20230723,25.47,54.78,0.07
20230724,25.22,59.97,0.26
20230725,24.6,62.16,1.0
20230726,24.43,59.39,0.65
20230727,24.77,55.28,0.21
20230728,24.28,57.22,0.23
20230729,24.97,55.5,0.2
20230730,25.19,59.45,0.52
20230731,25.88,57.92,0.83
20230801,25.25,55.88,0.54
20230802,23.93,61.6,1.03
20230803,24.22,58.8,0.59
20230804,24.36,54.5,0.2
20230805,24.88,56.88,0.27
20230806,25.16,57.08,0.37
20230807,24.98,57.56,0.25
20230808,25.14,57.91,0.29
20230809,25.04,57.29,0.12
20230810,25.27,53.44,0.06
20230811,24.73,57.64,0.06
20230812,24.96,57.0,0.04
20230813,25.55,53.32,0.04
20230814,25.73,53.43,0.24
20230815,26.12,58.07,0.81
20230816,25.82,57.25,0.74
20230817,25.79,57.82,1.13
20230818,25.45,55.33,0.8
20230819,25.04,52.44,0.2
20230820,26.01,46.71,0.03
20230821,25.85,57.19,0.38
20230822,26.62,54.55,0.85
20230823,25.47,53.58,0.15
20230824,25.34,53.62,0.08
20230825,26.05,51.39,0.06
20230826,26.15,49.86,0.09
20230827,26.29,50.61,0.08
20230828,25.79,52.67,0.21
20230829,25.84,53.26,0.31
20230830,25.5,54.4,0.55
20230831,26.04,51.95,0.29
20230901,26.5,51.15,0.14
20230902,26.53,52.48,0.19
20230903,26.26,53.9,0.17
20230904,25.89,52.57,0.15
20230905,26.5,53.37,0.13
20230906,27.25,50.39,0.09
20230907,27.63,54.33,0.49
20230908,26.51,56.63,0.7
20230909,25.76,55.25,0.54
20230910,26.61,49.04,0.08
20230911,27.28,52.55,0.18
20230912,27.72,50.46,0.06
20230913,26.92,58.57,0.61
20230914,26.36,50.7,0.11
20230915,26.84,50.25,0.15
20230916,26.83,49.47,0.06
20230917,26.95,49.27,0.11
20230918,27.32,47.13,0.06
20230919,27.58,50.47,0.11
20230920,27.63,49.66,0.1
20230921,27.9,50.1,0.08
20230922,27.3,52.41,0.16
20230923,27.31,51.69,0.24
20230924,27.1,52.08,0.38
20230925,27.25,50.34,0.46
20230926,27.82,44.2,0.11
20230927,27.4,49.62,0.21
20230928,27.45,53.47,0.43
20230929,27.7,55.31,0.5
20230930,27.86,51.84,0.34
20231001,27.68,50.61,0.31
20231002,27.25,43.06,0.08
20231003,27.12,51.21,0.82
20231004,26.44,61.95,3.08
20231005,26.59,56.56,0.41
20231006,26.92,57.53,0.91
20231007,26.86,52.37,0.68
20231008,27.09,43.81,0.02
20231009,27.65,48.31,0.26
20231010,27.22,54.41,1.54
20231011,27.02,49.93,0.3
20231012,27.85,43.49,0.22
20231013,27.98,47.04,0.16
20231014,28.48,48.19,0.12
20231015,27.0,61.88,8.0
20231016,26.8,66.7,10.87
20231017,27.32,60.08,0.9
20231018,27.09,61.67,6.11
20231019,26.53,65.87,7.82
20231020,26.42,64.77,17.71
20231021,25.85,69.32,4.96
20231022,25.92,56.0,0.56
20231023,25.81,55.71,0.57
20231024,26.49,65.28,4.68
20231025,26.04,70.35,9.95
20231026,25.5,68.06,9.83
20231027,25.1,71.11,6.55
20231028,25.66,66.87,2.75
20231029,25.77,66.24,3.2
20231030,24.48,74.38,12.54
20231031,23.84,79.04,30.38
20231101,24.58,75.83,6.78
20231102,24.09,77.45,6.09
20231103,22.19,89.03,42.32
20231104,23.29,80.63,2.07
20231105,24.57,78.96,4.41
20231106,23.57,83.03,10.9
20231107,24.39,77.51,3.47
20231108,24.19,81.19,4.2
20231109,23.98,83.26,8.47
20231110,24.31,81.52,16.04
20231111,23.37,85.34,20.87
20231112,23.56,84.78,20.2
20231113,23.52,87.15,7.87
20231114,23.66,82.5,0.66
20231115,24.58,79.75,2.84
20231116,24.23,84.68,7.66
20231117,24.19,83.64,8.39
20231118,24.44,79.73,4.06
20231119,22.64,85.65,9.4
20231120,23.77,80.19,7.78
20231121,23.74,84.95,15.86
20231122,23.66,86.14,7.58
20231123,23.91,83.11,4.62
20231124,22.78,83.11,7.57
20231125,23.8,79.21,10.5
20231126,23.83,84.6,5.87
20231127,23.59,82.5,1.74
20231128,23.41,82.48,0.4
20231129,24.19,76.01,0.33
20231130,23.61,78.96,1.31
20231201,22.95,78.36,2.93
20231202,23.95,73.12,0.11
20231203,23.92,72.06,0.17
20231204,23.86,75.38,0.16
20231205,23.91,76.76,1.29
20231206,24.25,74.35,0.11
20231207,24.49,71.08,0.0
20231208,24.66,71.68,0.02
20231209,24.35,73.18,0.1
20231210,23.88,79.51,3.12
20231211,24.54,74.16,1.58
20231212,24.66,77.81,2.55
20231213,25.04,78.24,4.25
20231214,24.92,81.07,3.56
20231215,24.44,84.03,7.09
20231216,24.1,82.64,5.59
20231217,24.15,79.22,0.46
20231218,24.99,74.12,0.27
20231219,24.63,70.85,0.05
20231220,25.28,70.49,0.1
20231221,25.25,72.51,0.05
20231222,24.98,73.13,1.1
20231223,25.52,72.76,2.65
20231224,25.61,76.16,2.1
20231225,24.97,80.17,2.38
20231226,24.89,77.65,2.9
20231227,25.25,70.9,0.55
20231228,25.23,73.07,1.3
20231229,25.17,75.03,1.49
20231230,25.51,72.55,0.21
20231231,25.55,70.42,1.42
20240101,25.72,67.73,1.75
20240102,25.52,67.74,0.77
20240103,25.04,64.44,0.18
20240104,26.04,60.02,0.62
20240105,26.22,59.22,0.81
20240106,25.5,65.17,1.8
20240107,25.86,62.42,1.05
20240108,25.17,62.83,0.54
20240109,25.0,61.12,0.45
20240110,24.93,58.36,0.21
20240111,25.17,58.49,0.21
20240112,25.38,66.45,1.25
20240113,24.94,71.06,2.88
20240114,26.54,62.34,0.66
20240115,26.71,64.3,1.04
20240116,26.3,67.33,4.19
20240117,26.85,60.49,0.65
20240118,25.12,70.63,0.69
20240119,25.88,68.44,1.2
20240120,24.59,75.2,3.82
20240121,26.5,58.25,0.25
20240122,26.13,57.94,0.08
20240123,26.08,55.97,0.04
20240124,25.99,53.31,0.0
20240125,26.43,58.75,0.15
20240126,26.63,64.34,0.09
20240127,26.11,69.97,0.25
20240128,26.82,64.71,0.12
20240129,26.97,63.17,0.05
20240130,26.55,66.16,0.44
20240131,26.31,66.66,0.18
20240201,26.13,65.53,0.22
20240202,25.88,66.47,0.01
20240203,27.38,59.49,0.06
20240204,27.36,60.87,0.03
20240205,26.71,65.4,1.01
20240206,27.02,63.18,1.83
20240207,26.19,62.48,0.54
20240208,26.59,65.98,1.18
20240209,26.97,61.13,0.13
20240210,25.56,71.45,25.69
20240211,25.36,72.51,23.0
20240212,25.18,71.7,7.87
20240213,24.88,77.12,33.32
20240214,25.31,72.92,3.74
20240215,24.79,71.45,0.28
20240216,25.51,66.37,0.16
20240217,26.13,70.25,0.12
20240218,27.53,65.73,0.09
20240219,28.4,60.37,0.15
20240220,27.07,70.31,4.47
20240221,27.07,64.99,0.05
20240222,26.37,67.02,0.55
20240223,26.37,66.53,0.77
20240224,26.48,70.33,1.26
20240225,26.25,66.74,0.67
20240226,26.05,67.35,2.83
20240227,27.3,64.73,1.11
20240228,26.62,71.26,4.4
20240229,26.55,70.95,2.63
20240301,26.53,72.73,4.21
20240302,26.63,68.73,0.5
20240303,27.38,62.72,0.22
20240304,27.56,59.83,0.06
20240305,25.4,68.71,0.65
20240306,26.44,65.84,0.81
20240307,27.0,62.04,0.08
20240308,27.85,60.59,0.12
20240309,27.45,64.06,0.86
20240310,27.53,63.52,0.68
20240311,27.31,58.48,0.07
20240312,27.01,58.32,0.06
20240313,27.9,54.25,0.12
20240314,27.5,59.11,0.12
20240315,26.72,61.52,0.84
20240316,27.28,60.16,0.25
20240317,28.31,54.97,0.03
20240318,27.95,61.75,0.76
20240319,28.32,58.42,0.13
20240320,28.36,61.19,0.6
20240321,28.75,58.19,0.36
20240322,29.1,56.73,0.69
20240323,27.26,68.41,3.32
20240324,26.69,68.07,2.62
20240325,27.45,65.01,0.58
20240326,27.71,65.06,1.0
20240327,27.73,65.3,1.78
20240328,27.8,61.62,0.46
20240329,27.26,62.1,0.48
20240330,26.5,68.24,1.59
20240331,26.37,65.57,5.16
20240401,25.27,75.97,10.13
20240402,25.16,77.21,18.56
20240403,25.05,71.7,2.78
20240404,24.19,81.35,9.79
20240405,24.65,78.58,15.65
20240406,25.61,72.03,0.4
20240407,25.58,74.87,0.34
20240408,24.82,83.75,40.38
20240409,24.88,78.68,0.42
20240410,26.1,70.79,0.05
20240411,25.43,75.29,1.44
20240412,26.27,71.4,0.64
20240413,26.01,76.8,2.13
20240414,24.95,79.89,7.97
20240415,25.02,76.64,3.95
20240416,25.38,71.78,0.27
20240417,25.48,75.29,0.81
20240418,26.01,71.22,3.05
20240419,25.71,67.25,0.51
20240420,26.86,66.64,11.59
20240421,24.19,78.59,5.95
20240422,24.9,78.2,1.24
20240423,26.49,71.5,2.3
20240424,26.41,72.67,4.47
20240425,25.25,79.81,11.57
20240426,23.01,85.66,11.53
20240427,25.34,74.34,3.8
20240428,22.6,84.86,20.48
20240429,25.43,72.58,10.02
20240430,25.3,77.33,15.77
20240501,25.12,77.41,8.98
20240502,25.83,76.13,4.62
20240503,25.62,80.37,3.86
20240504,26.08,77.23,6.33
20240505,25.15,79.8,17.8
20240506,23.81,84.15,10.59
20240507,24.44,79.31,3.28
20240508,24.62,74.97,0.92
20240509,24.9,73.87,0.77
20240510,25.13,69.85,0.52
20240511,24.97,70.91,0.45
20240512,24.59,66.29,0.03
20240513,25.48,64.44,0.04
20240514,25.92,68.61,0.82
20240515,26.24,67.13,0.36
20240516,26.06,66.83,0.3
20240517,25.69,66.69,0.65
20240518,26.33,63.0,2.94
20240519,26.72,66.16,0.58
20240520,26.72,65.76,1.57
20240521,26.15,66.02,0.73
20240522,26.47,64.25,0.85
20240523,24.91,67.75,1.92
20240524,25.56,66.45,0.79
20240525,26.11,64.65,0.31
20240526,25.9,65.7,0.14
20240527,26.08,61.35,0.04
20240528,25.78,59.91,0.02
20240529,25.3,58.18,0.04
20240530,25.23,56.75,0.05
20240531,25.61,55.88,0.03
20240601,25.76,58.91,0.02
20240602,26.41,62.97,0.14
20240603,26.33,57.89,0.08
20240604,26.51,58.79,0.11
20240605,26.85,59.19,0.08
20240606,26.17,60.63,0.13
20240607,25.95,60.54,0.09
20240608,25.94,59.44,0.16
20240609,25.49,57.35,0.17
20240610,25.72,54.14,0.09
20240611,25.18,53.15,0.07
20240612,24.69,53.3,0.03
20240613,24.09,53.07,0.01
20240614,24.66,50.62,0.01
20240615,24.27,53.02,0.11
20240616,24.64,51.1,0.1
20240617,24.95,54.71,0.15
20240618,25.56,52.87,0.04
20240619,25.39,61.27,0.28
20240620,25.17,59.87,0.93
20240621,24.76,60.7,0.21
20240622,24.78,56.57,0.1
20240623,24.44,56.11,0.11
20240624,24.3,52.83,0.04
20240625,23.71,51.31,0.03
20240626,24.26,51.65,0.05
20240627,24.78,58.03,0.19
20240628,24.66,55.65,0.07
20240629,25.27,53.68,0.07
20240630,24.75,58.04,0.08
20240701,25.23,56.12,0.04
20240702,25.57,52.81,0.02
20240703,25.68,53.21,0.06
20240704,25.47,55.95,0.15
20240705,25.18,51.75,0.07
20240706,25.39,56.8,0.58
20240707,25.56,64.29,2.18
20240708,24.03,68.23,1.43
20240709,24.41,56.72,0.46
20240710,24.36,56.05,0.12
20240711,24.62,54.12,0.07
20240712,24.36,57.62,0.58
20240713,24.45,55.34,0.35
20240714,25.08,51.77,0.22
20240715,25.54,53.71,0.08
20240716,24.83,62.53,0.76
20240717,23.08,67.39,1.93
20240718,23.31,63.72,0.94
20240719,24.44,61.64,0.2
20240720,25.09,57.05,0.08
20240721,24.19,62.8,0.19
20240722,24.24,60.44,0.13
20240723,24.45,48.15,0.02
20240724,25.51,59.54,0.15
20240725,25.28,62.9,0.71
20240726,25.36,59.3,0.82
20240727,24.08,56.28,1.22
20240728,25.09,54.61,0.28
20240729,23.81,59.2,0.97
20240730,24.71,59.76,0.51
20240731,24.62,53.07,0.07
20240801,24.26,52.13,0.06
20240802,24.5,54.1,0.13
20240803,24.84,54.83,0.04
20240804,24.97,55.17,0.23
20240805,25.07,53.14,0.26
20240806,25.2,50.21,0.3
20240807,25.56,51.49,0.55
20240808,24.82,64.64,5.85
20240809,23.99,62.93,0.98
20240810,24.88,55.46,0.13
20240811,25.02,59.24,0.2
20240812,25.28,55.84,0.47
20240813,25.24,50.41,0.3
20240814,26.12,57.07,0.13
20240815,25.72,57.81,0.12
20240816,25.5,56.51,0.09
20240817,25.82,48.28,0.04
20240818,25.25,53.13,0.06
20240819,25.35,53.75,0.23
20240820,25.18,54.0,0.54
20240821,24.47,55.9,1.26
20240822,24.48,54.3,0.94
20240823,24.93,52.53,0.4
20240824,24.6,53.29,1.2
20240825,24.92,51.84,0.27
20240826,25.99,50.39,0.2
20240827,26.72,58.32,1.31
20240828,26.53,60.07,1.06
20240829,26.42,53.98,0.6
20240830,26.2,50.38,0.37
20240831,25.96,54.02,1.08
20240901,25.94,54.25,1.34
20240902,25.41,53.5,0.85
20240903,26.1,52.6,0.59
20240904,25.83,52.56,0.66
20240905,25.98,54.15,0.54
20240906,25.94,54.33,0.7
20240907,26.65,51.58,0.2
20240908,26.89,48.37,0.22
20240909,27.42,48.5,0.12
20240910,27.2,47.61,0.07
20240911,26.34,46.77,0.03
20240912,26.48,48.87,0.07
20240913,26.87,47.85,0.06
20240914,26.19,46.74,0.08
20240915,26.18,46.37,0.05
20240916,26.03,45.71,0.05
20240917,27.01,51.03,0.2
20240918,27.33,49.58,0.16
20240919,27.23,45.14,0.12
20240920,27.21,47.67,0.13
20240921,27.05,51.18,0.1
20240922,27.32,50.78,0.18
20240923,27.0,45.72,0.05
20240924,26.75,47.73,0.05
20240925,26.96,46.55,0.04
20240926,27.07,50.6,0.08
20240927,27.43,52.66,0.16
20240928,27.19,48.44,0.82
20240929,26.7,45.52,0.1
20240930,26.98,51.45,0.32
20241001,28.0,49.84,0.04
20241002,27.33,54.37,0.27
20241003,27.27,52.27,0.15
20241004,28.0,44.85,0.03
20241005,27.68,48.81,0.06
20241006,27.42,49.76,0.06
20241007,27.49,47.58,0.04
20241008,27.04,47.05,0.16
20241009,27.84,49.73,0.63
20241010,27.32,47.42,0.3
20241011,27.35,45.18,0.22
20241012,27.23,52.16,0.78
20241013,27.01,48.24,0.25
20241014,27.54,48.77,0.02
20241015,28.41,44.21,0.04
20241016,27.78,47.77,0.09
20241017,28.39,43.76,0.14
20241018,28.45,49.43,1.6
20241019,27.97,53.73,1.58
20241020,28.08,48.43,0.13
20241021,28.23,51.14,0.2
20241022,28.15,46.95,0.03
20241023,27.82,48.67,0.18
20241024,28.32,49.23,0.19
20241025,27.94,47.35,0.07
20241026,29.42,48.97,0.05
20241027,29.27,50.13,0.26
20241028,29.28,43.04,0.09
20241029,28.29,44.16,0.01
20241030,28.1,42.91,0.01
20241031,28.21,42.41,0.02
20241101,28.17,50.1,0.55
20241102,28.01,51.19,0.75
20241103,28.75,50.35,0.68
20241104,28.81,47.02,0.4
20241105,27.44,57.27,4.71
20241106,25.14,73.31,7.63
20241107,25.18,75.09,12.96
20241108,25.86,69.07,3.65
20241109,26.6,60.93,1.24
20241110,26.05,67.14,7.0
20241111,24.66,80.25,25.73
20241112,24.91,79.66,21.85
20241113,24.77,80.66,11.48
20241114,25.38,74.03,1.77
20241115,24.62,79.83,8.65
20241116,23.78,85.35,19.22
20241117,25.41,72.43,2.05
20241118,25.95,68.93,0.35
20241119,25.61,73.74,1.33
20241120,25.21,77.6,4.64
20241121,24.73,80.36,6.95
20241122,25.42,75.56,2.3
20241123,25.14,77.78,7.52
20241124,24.86,80.36,6.75
20241125,23.54,87.65,8.23
20241126,25.14,77.67,5.91
20241127,24.79,81.27,8.78
20241128,25.09,80.68,20.69
20241129,24.87,80.22,3.49
20241130,25.16,74.39,1.07
20241201,25.97,65.32,0.17
20241202,25.29,66.82,0.06
20241203,25.05,64.28,0.02
20241204,24.99,60.95,0.01
20241205,25.7,60.24,0.01
20241206,25.91,61.86,0.07
20241207,26.01,57.37,0.06
20241208,26.61,57.72,0.05
20241209,25.17,70.4,1.83
20241210,25.5,71.02,1.66
20241211,25.55,70.88,2.21
20241212,26.14,64.93,0.35
20241213,26.4,61.65,0.02
20241214,26.84,59.01,0.02
20241215,26.83,60.31,0.02
20241216,26.41,59.7,0.03
20241217,25.62,65.23,0.86
20241218,25.85,64.21,0.36
20241219,25.28,69.48,5.4
20241220,25.57,69.99,3.04
20241221,25.13,74.15,4.95
20241222,25.49,71.41,1.74
20241223,25.67,69.19,1.34
20241224,25.71,68.09,0.62
20241225,25.82,65.69,0.67
20241226,25.75,64.61,0.67
20241227,25.9,62.99,0.07
20241228,25.64,58.82,0.0
20241229,26.1,53.36,0.0
20241230,27.12,52.26,0.01
20241231,26.72,57.39,0.01
20250101,26.68,56.31,0.02
20250102,25.96,56.54,0.01
20250103,25.68,58.82,0.03
20250104,26.02,59.88,0.06
20250105,25.1,57.98,0.02
20250106,24.7,48.29,0.0
20250107,25.24,48.69,0.0
20250108,26.7,48.1,0.0
20250109,26.88,51.62,0.11
20250110,26.39,58.7,0.19
20250111,27.39,55.45,0.05
20250112,27.52,53.8,0.02
20250113,27.17,49.17,0.03
20250114,25.1,45.91,0.0
20250115,24.88,50.32,0.02
20250116,25.24,50.21,0.0
20250117,25.71,50.92,0.0
20250118,27.59,48.19,0.0
20250119,27.12,50.79,0.0
20250120,26.81,45.67,0.0
20250121,26.73,45.9,0.01
20250122,26.8,46.65,0.06
20250123,26.51,53.53,0.51
20250124,26.63,49.17,0.24
20250125,26.47,47.54,0.07
20250126,27.32,47.17,0.41
20250127,27.5,48.8,2.26
20250128,28.1,48.92,1.82
20250129,27.88,52.76,3.59
20250130,27.18,57.8,7.43
20250131,27.73,54.44,1.3
20250201,27.51,55.01,0.82
20250202,26.31,50.65,0.05
20250203,26.92,47.12,0.08
20250204,25.63,52.63,0.18
20250205,25.67,49.12,0.0
20250206,26.86,50.34,0.01
20250207,26.95,55.09,0.06
20250208,28.47,45.25,0.01
20250209,28.24,48.39,0.01
20250210,28.21,49.92,0.01
20250211,27.54,48.86,0.0
20250212,26.41,60.72,0.36
20250213,26.97,60.09,0.77
20250214,27.72,47.92,0.01
20250215,27.94,46.79,0.02
20250216,28.45,47.41,0.02
20250217,27.25,46.57,0.0
20250218,27.04,46.71,0.0
20250219,27.92,42.46,0.0
20250220,28.36,38.05,0.0
20250221,26.85,44.58,0.0
20250222,26.89,47.94,0.0
20250223,27.13,49.98,0.01
20250224,27.6,49.56,0.02
20250225,27.32,47.6,0.01
20250226,27.42,43.64,0.0
20250227,27.38,41.52,0.0
20250228,27.75,44.88,0.0
20250301,28.66,46.54,0.0
20250302,28.7,50.72,0.0
20250303,29.27,47.02,0.0
20250304,28.78,46.36,0.01
20250305,28.33,47.36,0.01
20250306,28.71,47.8,0.01
20250307,29.31,48.83,0.43
20250308,29.27,50.19,0.86
20250309,28.52,55.58,2.35
20250310,26.99,65.29,3.06
20250311,26.1,67.72,1.57
20250312,26.84,63.22,0.19
20250313,27.77,56.0,0.06
20250314,29.45,43.34,0.0
20250315,29.04,44.79,0.01
20250316,29.56,47.71,0.1
20250317,29.16,50.31,0.56
20250318,27.54,59.1,0.62
20250319,26.73,65.07,2.36
20250320,26.67,67.46,1.92
20250321,27.07,63.44,1.05
20250322,28.06,58.24,0.46
20250323,27.86,60.24,1.29
20250324,27.26,67.85,4.09
20250325,26.44,72.51,7.57
20250326,24.29,79.5,2.69
20250327,25.74,72.24,11.43
20250328,23.77,83.19,17.65
20250329,25.82,63.36,1.57
20250330,24.91,77.16,3.03
20250331,25.01,75.09,4.27
20250401,26.2,67.4,1.15
20250402,26.39,71.31,6.17
20250403,25.79,73.94,19.17
20250404,25.35,74.08,20.64
20250405,25.67,72.17,2.17
20250406,24.94,77.23,4.74
20250407,25.37,72.87,1.39
20250408,25.78,71.3,0.4
20250409,27.07,65.03,0.45
20250410,27.13,65.91,1.53
20250411,25.91,71.65,2.3
20250412,26.38,70.99,6.44
20250413,25.64,70.97,7.07
20250414,26.85,66.87,2.92
20250415,25.81,70.15,9.98
20250416,26.44,66.34,0.71
20250417,25.48,74.66,11.62
20250418,24.73,78.49,4.21
20250419,26.02,70.7,5.05
20250420,24.49,79.0,35.22
20250421,25.36,75.11,0.61
20250422,24.35,81.05,7.48
20250423,23.12,88.06,19.71
20250424,24.67,76.37,0.48
20250425,25.35,70.88,0.25
20250426,25.87,71.2,0.71
20250427,26.14,71.92,0.43
20250428,26.52,69.12,0.16
20250429,26.88,70.79,3.27
20250430,24.91,77.7,1.54
20250501,26.13,66.88,0.17
20250502,26.4,70.1,0.26
20250503,26.75,69.14,1.84
20250504,25.13,76.73,8.57
20250505,25.46,72.99,5.66
20250506,24.6,74.65,2.77
20250507,25.25,68.14,0.5
20250508,25.88,66.01,0.49
20250509,25.09,71.23,0.33
20250510,25.02,72.91,0.48
20250511,26.04,67.84,0.66
20250512,25.29,65.21,2.84
20250513,25.4,62.02,0.75
20250514,25.26,63.83,0.74
20250515,25.85,60.97,0.37
20250516,26.57,62.02,0.54
20250517,26.84,62.23,0.13
20250518,26.68,63.6,0.29
20250519,27.24,62.86,0.3
20250520,27.41,61.23,0.28
20250521,27.57,60.64,0.08
20250522,27.1,60.13,0.04
20250523,26.94,60.31,0.33
20250524,26.42,54.76,0.22
20250525,25.67,57.34,0.25
20250526,26.41,58.79,0.08
20250527,26.59,61.61,0.16
20250528,26.6,59.94,0.06
20250529,26.42,59.86,0.14
20250530,26.13,53.34,0.04
20250531,25.93,54.84,0.02
20250601,26.45,57.85,0.07
20250602,26.5,58.78,0.12
20250603,26.0,57.15,0.06
20250604,26.32,58.83,0.18
20250605,25.58,64.52,0.34
20250606,25.49,62.59,0.46
20250607,26.16,57.16,0.15
20250608,26.14,60.69,0.48
20250609,26.16,62.15,0.45
20250610,25.76,49.36,0.08
20250611,25.92,56.8,0.1
20250612,26.12,60.03,0.15
20250613,25.19,46.6,0.05
20250614,25.02,52.51,0.17
20250615,25.06,50.59,0.07
20250616,24.78,55.71,0.14
20250617,25.21,58.79,0.16
20250618,25.83,54.35,0.07
20250619,25.64,60.05,0.27
20250620,25.86,60.38,0.55
20250621,25.0,61.76,0.32
20250622,24.75,65.48,0.31
20250623,24.35,64.5,0.23
20250624,24.31,53.28,0.05
20250625,25.35,55.46,0.37
20250626,25.42,63.25,0.22
20250627,25.59,63.87,0.25
20250628,24.65,63.35,0.44
20250629,24.12,57.48,0.33
20250630,25.12,52.04,0.21
20250701,25.04,49.62,0.13
20250702,25.38,54.73,0.19
20250703,25.27,58.58,0.37
20250704,25.31,57.32,0.64
20250705,24.95,58.6,0.49
20250706,24.75,61.56,0.5
20250707,24.45,61.22,0.83
20250708,24.63,60.05,0.57
20250709,23.9,56.77,0.62
20250710,24.89,49.21,0.22
20250711,24.92,54.86,0.33
20250712,25.36,55.18,0.47
20250713,25.27,55.99,0.3
20250714,25.47,54.88,0.26
20250715,25.48,52.13,0.09
20250716,25.31,56.08,0.13
20250717,25.82,54.23,0.08
20250718,25.82,57.36,0.16
20250719,24.35,60.0,0.78
20250720,23.9,57.09,0.42
20250721,24.58,55.25,0.2
20250722,24.41,58.43,0.34
20250723,24.38,57.74,0.16
20250724,24.68,53.62,0.12
20250725,24.8,53.07,0.06
20250726,24.94,52.27,0.07
20250727,24.86,49.74,0.14
20250728,24.62,52.43,0.16
20250729,23.68,52.87,0.11
20250730,24.28,48.21,0.56
20250731,24.64,53.99,1.28
20250801,24.61,58.97,3.23
20250802,24.17,61.36,5.68
20250803,22.96,63.4,5.01
20250804,23.27,56.84,0.28
20250805,23.4,53.44,0.09
20250806,24.34,55.32,0.09
20250807,24.84,59.51,0.17
20250808,23.44,64.06,0.74
20250809,23.89,57.17,0.16
20250810,24.65,53.86,0.06
20250811,24.06,56.21,0.06
20250812,24.28,53.9,0.05
20250813,24.94,47.01,0.01
20250814,25.63,45.14,0.19
20250815,25.53,58.29,0.83
20250816,24.03,60.84,1.08
20250817,23.4,67.73,4.46
20250818,22.78,68.04,5.55
20250819,22.06,68.49,13.55
20250820,21.63,68.18,3.78
20250821,21.88,71.6,9.38
20250822,22.57,63.92,3.57
20250823,22.7,59.88,1.29
20250824,24.59,58.5,0.51
20250825,24.66,58.81,0.06
20250826,24.53,54.94,0.07
20250827,25.45,54.13,0.06
20250828,24.71,57.01,0.16
20250829,24.36,54.82,0.06
20250830,24.46,47.74,0.04
20250831,24.91,52.34,0.08
20250901,24.98,52.12,0.06
20250902,24.91,50.35,0.03
20250903,24.95,47.03,0.0
20250904,24.81,52.47,0.09
20250905,25.06,48.87,0.03
20250906,25.41,47.91,0.01
20250907,25.13,44.27,0.0
20250908,25.53,55.41,0.15
20250909,25.36,54.34,0.75
20250910,25.11,56.56,0.11
20250911,25.21,50.93,0.1
20250912,24.72,51.56,0.13
20250913,25.37,47.43,0.01
20250914,25.51,47.94,0.0
20250915,25.79,45.8,0.0
20250916,26.45,49.38,0.06
20250917,26.64,47.12,0.0
20250918,26.23,57.63,1.1
20250919,25.88,53.34,0.18
20250920,25.49,51.81,0.02
20250921,26.16,49.4,0.02
20250922,25.94,52.55,0.03
20250923,25.56,49.03,0.25
20250924,25.04,50.13,0.15
20250925,25.67,44.89,0.0
20250926,25.84,47.55,0.0
20250927,26.17,48.85,0.01
